"RSWKTag","url","language","year","title","publisher_city","publisher","singularTag","subject","schoollevel","titleAlt","author","schooltype"
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN646220446",,"1902","Preußisch-deutsche Geschichte vom Ende des Großen Krieges bis zum Beginne des Zwanzigsten Jahrhunderts","Halle","Gesenius","[]","Geschichtsunterricht","Sekundarstufe 1","Der @Geschichtsunterricht in ausgeführten Lektionen",,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN640764266",,"1902","Die @Geschichte von Sachsen zum Unterricht in den vaterländischen Schulen","Leipzig","Barth","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Hauptschule"
"Geschichtsunterricht,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN640395406","ger","1902","Stoffsammlung für die Wiederholung im Geschichtsunterricht","Hamburg","Klofs",,"Geschichtsunterricht",,,,
"Geschichtsunterricht,Hauptschule,Mittelschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN640382827","ger","1902","Vaterländische Geschichte","Wiesbaden","Behrend","[]","Geschichtsunterricht","Grundschule",,,
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN637559282",,"1902","Mittelalter und Neue Zeit bis zum Westfälischen Frieden","München","Oldenbourg","[]","Geschichtsunterricht","Sekundarstufe 1","Kurzer Lehrgang der vaterländischen Geschichte",,"Realschule"
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN637505395","ger","1902","Leitfaden für den Geschichtsunterricht in Mittel- und Mädchenschulen","Bielefeld [u.a.]","Velhagen & Klasing","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Realschule"
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN635666987",,"1902","Hilfsbuch für den Geschichtsunterricht in Präparandenanstalten","Breslau","Hirt","[]","Geschichtsunterricht","Lehrerbildung","Lehrbuch für den Geschichtsunterricht in Lehrerbildungsanstalten",,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN632070765",,"1902","Die @Alte Geschichte","Hannover-List","Carl Meyer (Gustav Prior)","[]","Geschichtsunterricht","Lehrerbildung","Die @Geschichte für Lehrerbildungsanstalten",,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN63207051X",,"1902","Deutsche Geschichte bis 1648","Hannover-List","Carl Meyer (Gustav Prior)","[]","Geschichtsunterricht","Lehrerbildung","Die @Geschichte für Lehrerbildungsanstalten",,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN632064595",,"1902","Neueste Geschichte seit 1815 bis zur Gegenwart","Hannover-List","Carl Meyer (Gustav Prior)","[]","Geschichtsunterricht","Lehrerbildung","Die @Geschichte für Lehrerbildungsanstalten",,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN631932186",,"1902","Deutsche Geschichte von 1815 zur Gegenwart","Leipzig","Teubner","[]","Geschichtsunterricht","Lehrerbildung","Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN631877738",,"1902","Abriss der Geschichte des Grossherzogtums Hessen für höhere Lehranstalten","Hannover","Manz & Lange","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN631285288",,"1902","Lebensbilder aus der deutschen und preußischen Geschichte, deutsche Sagen","Leipzig","Roßberg","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN629665559",,"1902","Deutsche Geschichte im Mittelalter","Bamberg","Buchner","[]","Geschichtsunterricht","Sekundarstufe 1","Lehrbuch für den ersten Unterricht in der Geschichte",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN629639574",,"1902","Deutsche Geschichte bis zum Ausgang des Mittelalters","Wolfenbüttel","Zwißler","[]","Geschichtsunterricht","Sekundarstufe 1","Lehrbuch der Geschichte für höhere Lehranstalten",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN627884210",,"1902","Die @Geschichte der Griechen und Römer","Berlin","Weidmann","[]","Geschichtsunterricht","Sekundarstufe 1","Für die unteren Klassen",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN624676757",,"1902","Römische Kaisergeschichte, Deutsche Geschichte des Mittelalters","Paderborn","Schöningh","[]","Geschichtsunterricht","Sekundarstufe 1","Lehrbuch der Geschichte für die mittleren Klassen höherer Lehranstalten",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN624666956",,"1902","Lehrbuch der Geschichte für die Quarta höherer Lehranstalten","Gotha","Perthes","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN622888005",,"1902","Deutsche Geschichte bis zur Gegenwart","Leipzig","Voigtländer","[]","Geschichtsunterricht","Sekundarstufe 1","Grundriß der Geschichte für höhere Schulen",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN622887645",,"1902","Alte Geschichte","Leipzig","Voigtländer","[]","Geschichtsunterricht","Sekundarstufe 1","Grundriß der Geschichte für höhere Schulen",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN622813099",,"1902","Deutsche Geschichte bis zum Westfälischen Frieden","Leipzig","Teubner","[]","Geschichtsunterricht","Sekundarstufe 1","Lehrbuch der Geschichte für höhere Lehranstalten",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN622759914",,"1902","Deutsche, insbes. brandenburgisch-preußische Geschichte vom Ausgange des Mittelalters bis auf Friedrich d. Großen","Halle a.d.S.","Buchh. des Waisenhauses","[]","Geschichtsunterricht","Sekundarstufe 1","Hilfsbuch für den Unterricht in der Geschichte auf höheren Lehranstalten",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN62264209X",,"1902","Lehrbuch der Deutschen Geschichte für die oberen Klassen höherer Mädchenschulen","Leipzig","Roßberg","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN622485490",,"1902","Geschichte des Altertums für Obersekunda","Halle a.d.S.","Buchh. des Waisenhauses","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN621481424",,"1902","Zahlentafel","Leipzig","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2",,"G. Schneider",
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN62148136X",,"1902","Von der Zeit des Großen Kurfürsten bis auf die Gegenwart","Leipzig","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Kleines Lehrbuch der Geschichte für die Oberstufe höherer Mädchenschulen und für Lehrerinnenseminare",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN621048151",,"1902","Von der Zeit des Großen Kurfürsten bis auf die Gegenwart","Leipzig","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Kleines Lehrbuch der Geschichte für die Oberstufe höherer Mädchenschulen und für Lehrerinnenseminare",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN621048097",,"1902","Von der Völkerwanderung bis zum Westfälischen Frieden","Leipzig","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Kleines Lehrbuch der Geschichte für die Oberstufe höherer Mädchenschulen und für Lehrerinnenseminare",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN",,"1902","Römische Kaisergeschichte, Das Mittelalter, Die neueste Zeit bis 1648","Paderborn","Schöningh","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für die oberen Klassen höherer Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN62095616X",,"1902","Römische Kaisergeschichte, Das Mittelalter, Die neuere Zeit bis 1648","Paderborn","Schöningh","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für die oberen Klassen höherer Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN619083778",,"1902","Geschichte des Mittelalters und der Neuzeit bis zum Jahre 1648","Leipzig","Voigtländer","[]","Geschichtsunterricht","Sekundarstufe 2","Grundriß der Geschichte für höhere Schulen",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN618784020",,"1902","Vom Beginne christlicher Kultur bis zum Westfälischen Frieden","Halle a.d.S.","Buchh. des Waisenhauses","[]","Geschichtsunterricht","Sekundarstufe 2","Hilfsbuch für den Unterricht in der Geschichte auf höheren Lehranstalten",,
"Deutschunterricht,Grundschule,Nordmark,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN82065969X","ger","1901",,"Kiel","Lipsius & Tischer",,"Muttersprachlicher  Unterricht","Sekundarstufe 1","Das @Vaterland",,"Realschule"
"Deutschunterricht,Grundschule,Nordmark,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820653314","ger","1901",,"Kiel","Lipsius & Tischer",,"Muttersprachlicher  Unterricht","Sekundarstufe 1","Das @Vaterland",,"Realschule"
"Realien,Hauptschule,Deutschland,Schleswig-Holstein,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN81659113X","ger","1901","Schleswig-holsteinischer Kinderfreund","Neuwied [u.a.]","Heuser","[]","Realien",,,,"Hauptschule"
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN799315745","ger","1901","Lesebuch für Fortbildungsschulen","Lahr","Geiger","[]","Realien","Berufliche Bildungsgänge",,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN797452753","ger","1901","Schlesien","Bunzlau","Kreuschmer","[]","Geographieunterricht","Sekundarstufe 1",,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN797388834","ger","1901",,"Glogau","Flemming","[]","Geographieunterricht","Sekundarstufe 1","Erdkunde für höhere Lehranstalten",,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN792471830","ger","1901","Das @fünfte Schuljahr","Langensalza","Schulbuchh.","[]","Realien","Sekundarstufe 1",,,"Hauptschule"
"Realien,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN791275345","ger","1901",,"Breslau","Hirt","[]","Realien","Sekundarstufe 1","F. Hirts Realienbuch",,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN790850885","ger","1901","Bilder aus Hannovers Geographie und Geschichte","Leipzig","Hofmann","[]","Realien","Sekundarstufe 1",,,
"Geografieunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN77808972X","ger","1901","Adolf Tromnaus @kleine Erdkunde","Halle a.d. Saale","Schroedel","[]","Geographieunterricht","Sekundarstufe 1",,,"Hauptschule"
"Geografieunterricht,Volksschule,Hessen-Nassau,Deutschland,Atlas,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN741109387","ger","1901","Pape's @Volks-Schul-Atlas über alle Teile der Erde","Langensalza","Beyer",,"Geographieunterricht",,,,
"Geografieunterricht,Deutschland,Atlas,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN740368435","ger","1901","Mitteleuropa","Wittenberg","Herrosé",,"Geographieunterricht",,"Kartenskizzen für den Unterricht in der Erdkunde",,
"Geografieunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN737434996","ger","1901","Aus den Alpen","Leipzig","Wachsmuth",,"Geographieunterricht","Lehrmittel","Aus allen Erdteilen",,
"Geografieunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN735089434","ger","1901","Bilder-Atlas zur Geographie der außereuropäischen Erdteile","Leipzig [u.a.]","Bibliogr. Inst.",,"Geographieunterricht","Lehrmittel",,,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN733805760","ger","1901","Heimatkunde des Regierungsbezirks Osnabrück","Osnabrück","Pillmeyer","[]","Geographieunterricht","Grundschule",,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN733452884","ger","1901","Illustrierte Geographie und Geschichte von Württemberg","Stuttgart","Lung","[]","Geographieunterricht","Sekundarstufe 1",,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN729890147","ger","1901","Bilder aus der Heimat- und Erdkunde","Gera","Hofmann","[]","Geographieunterricht","Sekundarstufe 1",,,
"Provinz Hannover,Preußen,Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN729055485","ger","1901","Die @Provinz Hannover","Berlin [u.a.]","Spemann",,"Geographieunterricht","Sekundarstufe 1","Landeskunde Preußens",,
"Hessen-Nassau,Preußen,Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN729053253","ger","1901","Die @Provinz Hessen-Nassau","Berlin [u.a.]","Spemann",,"Geographieunterricht","Sekundarstufe 1","Landeskunde Preussens",,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN728566745","ger","1901","Vaterländische Handels- und Verkehrsgeographie","Langensalza","Beyer","[]","Geographieunterricht","Sekundarstufe 1",,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN728441489","ger","1901","Das @Deutsche Reich","Langensalza","Beyer","[]","Geographieunterricht","Sekundarstufe 1","Methodisches Handbuch für den erdkundlichen Unterricht in der Volks-, Bürger- und Mittelschule",,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN726190403","ger","1901","Europa ohne Deutschland","Breslau","Hirt",,"Geographieunterricht","Sekundarstufe 1","E. v. Seydlitzsche Geographie",,"Gymnasium"
"Geografieunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN723909458","ger","1901","Heimatkunde der Provinz Westfalen","Bielefeld [u.a.]","Velhagen & Klasing","[]","Geographieunterricht","Lehrerbildung",,,
"Geografieunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN720617685","ger","1901","Die @nichtdeutschen Staaten Europas","Glogau","Flemming","[]","Geographieunterricht","Sekundarstufe 2","Erdkundliche Aufsätze für die oberen Klassen höherer Lehranstalten",,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN672993317","ger","1901","Deutsche Geschichte","Stuttgart","Selbstverl. des Verf.","[]","Geschichtsunterricht","Sekundarstufe 1",,,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN670738905","ger","1901","Lesebuch aus Gustav Freytags Werken","Berlin","Weidmann","[]","Geschichtsunterricht","Lehrmittel",,,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN670392294","ger","1901","Vergleichende (synchronistische) Uebersicht der Hauptthatsachen der Weltgeschichte","Berlin [u.a.]","Spemann",,"Geschichtsunterricht","Sekundarstufe 2",,,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN670389544","ger","1901","Preußen unter der Königskrone","Breslau","Hirt",,"Geschichtsunterricht","Lehrmittel",,,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN669692557","ger","1901","Wiben Peter","Braunschweig","Appelhans",,"Geschichtsunterricht","Lehrmittel","Aus dem alten Sachsenlande",,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN663659140","ger","1901","Geschichte des Mittelalters","München [u.a.]","Franz","[]","Geschichtsunterricht","Sekundarstufe 1","Lehrbuch der Geschichte für höhere Mädchenschulen und verwandte Anstalten",,"Gymnasium"
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN656424214","ger","1901","Geschichtsbilder","Leipzig","Voigtländer","[]","Geschichtsunterricht","Sekundarstufe 1",,,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN655935967","ger","1901","Die @Hohenzollern von Kaiser Wilhelm II. bis zum Großen Kurfürsten","Halle","Gesenius","[]","Geschichtsunterricht","Sekundarstufe 1","Der @Geschichtsunterricht in ausgeführten Lektionen",,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN655223703","ger","1901","Die @Hohenzollern von Kaiser Wilhelm II. bis zum Großen Kurfürsten","Halle","Gesenius","[]","Geschichtsunterricht","Sekundarstufe 1","Schülerhefte für den vaterländischen Geschichtsunterricht",,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN648009262","ger","1901","Bilder aus der deutschen Geschichte","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 1",,,"Hauptschule"
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN648004627","ger","1901","Geschichte Deutschlands von der älteren Zeit bis zur Gegenwart","Berlin","Rentel",,"Geschichtsunterricht","Sekundarstufe 1",,,"Realschule"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland","http://gei-digital.gei.de/cms/ppnresolver/?PPN64762754X","ger","1901","Auszug aus Annegarns Weltgeschichte für Schulen","Münster i. W.","Theissing",,"Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
